1.5           0.0           0.000
N              3046         0.040          150           6 
N              3045         0.040          150           7 
N              3189         0.040          150           8 
N              3335         0.040          150           9 
N              3488         0.040          150           10 
N              3487         0.040          150           11 
N              3486         0.040          150           12 
N              3485         0.040          150           13 
1.5           0.0           0.000
N              1670         0.040          150           14 
N              1545         0.040          181.07        15 
N              1421         0.040          150           16 
N              1307         0.040          150           17 
N              1195         0.040          150           18 
N              1087         0.040          181.07        19 
N              992          0.040          212.13        20 
N              900          0.040          181.07        21 
N              809          0.040          150           22 
-1.0          0.0           0.000
N              2872         0.040          150           23 
N              3015         0.040          150           24 
N              3159         0.040          150           25 
N              3305         0.040          150           26 
N              3458         0.040          181.07        27 
N              3613         0.040          212.13        28 
N              3769         0.040          181.07        29 
N              3929         0.040          181.07        30 
N              4100         0.040          212.13        31 
N              4273         0.040          150           32 
-1.0          0.0           0.000
N              6621         0.070          150           53 
N              6444         0.070          181.07        52 
N              6265         0.070          181.07        51 
N              6088         0.070          181.07        50 
N              5909         0.070          181.07        49 
N              5730         0.070          181.07        48 
N              5551         0.070          181.07        47 
N              5372         0.070          150           46 
N              5373         0.070          181.07        45 
N              5553         0.070          181.07        44 
N              5554         0.070          150           43 
N              5555         0.070          150           42 
N              5376         0.070          181.07        41 
N              5197         0.070          212.13        40 
N              5017         0.070          212.13        39 
N              4837         0.070          181.07        38 
N              4658         0.070          150           37 
N              4479         0.070          181.07        36 
N              4302         0.070          181.07        35 
N              4128         0.070          150           34 
N              3958         0.070          150           33 
-1.0          0.0           0.000
N              4631         0.150          150           54 
N              4630         0.150          181.07        55 
N              4450         0.150          181.07        56 
N              4449         0.150          150           57 
N              4448         0.150          150           58 
N              4447         0.150          181.07        59 
N              4270         0.150          181.07        60 
N              4269         0.150          150           61 
N              4094         0.150          181.07        62 
N              3923         0.150          212.13        63 
N              3762         0.150          181.07        64 
N              3761         0.150          150           65 
N              3604         0.150          150           66 
N              3603         0.150          181.07        67 
N              3446         0.150          181.07        68 
N              3445         0.150          150           69 
N              3444         0.150          181.07        70 
N              3290         0.150          181.07        71 
N              3289         0.150          150           72 
N              3143         0.150          150           73 
N              2999         0.150          150           74 
N              2856         0.150          150           75 
N              2717         0.150          150           76 
N              2579         0.150          150           77 
N              2449         0.150          150           78 
N              2450         0.150          181.07        79 
N              2322         0.150          212.13        80 
N              2195         0.150          212.13        81 
N              2069         0.150          181.07        82 
N              1943         0.150          150           83 
N              1817         0.150          150           84 
N              1690         0.150          150           85 
N              1564         0.150          212.13        86 
N              1439         0.150          212.13        87 
N              1324         0.150          212.13        88 
N              1211         0.150          181.07        89 
N              1210         0.150          150           90 
N              1209         0.150          150           91 
N              1208         0.150          150           92 
N              1320         0.150          150           93 
N              1319         0.150          150           94 
N              1432         0.150          150           95 
N              1431         0.150          150           96 
N              1430         0.150          181.07        97 
N              1315         0.150          181.07        98 
N              1203         0.150          150           99 
N              1095         0.150          181.07        100 
N              998          0.150          181.07        101 
N              905          0.150          150           102 
N              814          0.150          150           103 
N              813          0.150          150           104 
N              812          0.150          150           105 
N              811          0.150          181.07        106 
N              721          0.150          181.07        107 
N              720          0.150          181.07        108 
N              632          0.150          212.13        109 
N              546          0.150          181.07        110 
N              464          0.150          150           111 
-1.0          0.0           0.000
N              9330         0.150          150           213 
N              9161         0.150          181.07        212 
N              8991         0.150          150           211 
N              8820         0.150          181.07        210 
N              8648         0.150          181.07        209 
N              8481         0.150          150           208 
N              8315         0.150          181.07        207 
N              8146         0.150          181.07        206 
N              7976         0.150          150           205 
N              7977         0.150          181.07        204 
N              7808         0.150          181.07        203 
N              7809         0.150          150           202 
N              7639         0.150          150           201 
N              7640         0.150          150           200 
N              7641         0.150          150           199 
N              7642         0.150          150           198 
N              7643         0.150          150           197 
N              7473         0.150          181.07        196 
N              7304         0.150          181.07        195 
N              7134         0.150          150           194 
N              7135         0.150          150           193 
N              6965         0.150          150           192 
N              6966         0.150          150           191 
N              6795         0.150          150           190 
1.5           0.0           0.000
N              4123         0.040          150           214 
N              4297         0.040          150           215 
N              4473         0.040          181.07        216 
N              4653         0.040          181.07        217 
N              4654         0.040          150           218 
N              4655         0.040          150           219 
-1.0          0.0           0.000
N              2875         0.045          150           220 
N              2735         0.045          181.07        221 
N              2734         0.045          150           222 
N              2733         0.045          181.07        223 
N              2594         0.045          212.13        224 
N              2463         0.045          212.13        225 
N              2333         0.045          212.13        226 
N              2204         0.045          212.13        227 
N              2331         0.045          181.07        228 
N              2330         0.045          150           229 
N              2329         0.045          181.07        230 
N              2457         0.045          181.07        231 
N              2456         0.045          150           232 
N              2455         0.045          150           233 
N              2454         0.045          181.07        234 
N              2324         0.045          150           235 
1.5           0.0           0.000
N              4121         0.040          150           236 
N              4294         0.040          212.13        237 
-1.0          0.0           0.000
N              7806         0.070          150           513 
N              7636         0.070          150           512 
N              7466         0.070          181.07        511 
N              7297         0.070          212.13        510 
N              7126         0.070          181.07        509 
N              6956         0.070          181.07        508 
N              6784         0.070          181.07        507 
N              6612         0.070          181.07        506 
N              6434         0.070          181.07        505 
N              6433         0.070          150           504 
N              6255         0.070          150           503 
N              6078         0.070          181.07        502 
N              5901         0.070          181.07        501 
N              5902         0.070          181.07        500 
N              5724         0.070          181.07        499 
N              5546         0.070          150           498 
N              5367         0.070          181.07        497 
N              5188         0.070          181.07        496 
N              5009         0.070          150           495 
N              4830         0.070          150           494 
N              4651         0.070          181.07        493 
N              4471         0.070          181.07        492 
N              4470         0.070          150           491 
N              4469         0.070          150           490 
N              4468         0.070          150           489 
N              4292         0.070          150           488 
N              4118         0.070          181.07        487 
N              3949         0.070          181.07        486 
N              3950         0.070          150           485 
N              3951         0.070          150           484 
N              3952         0.070          150           483 
N              3953         0.070          181.07        482 
N              3794         0.070          181.07        481 
N              3795         0.070          150           480 
N              3796         0.070          150           479 
N              3797         0.070          150           478 
N              3640         0.070          150           477 
N              3484         0.070          150           476 
N              3331         0.070          150           475 
N              3185         0.070          181.07        474 
N              3042         0.070          181.07        473 
N              2899         0.070          150           472 
N              2900         0.070          150           471 
N              2761         0.070          150           470 
N              2623         0.070          150           469 
N              2624         0.070          150           468 
N              2625         0.070          181.07        467 
N              2764         0.070          212.13        466 
N              2904         0.070          181.07        465 
N              2905         0.070          181.07        464 
N              3049         0.070          181.07        463 
N              3050         0.070          150           462 
1.5           0.0           0.000
N              5856         0.040          150           514 
N              5857         0.040          181.07        515 
N              6036         0.040          181.07        516 
N              6213         0.040          181.07        517 
